"ensembl_gene_id" "hgnc_symbol" "chromosome_name" "start_position" "end_position" "strand" "length"
"18576" "ENSG00000146278" "PNRC1" "6" 89080751 89085160 1 4409
"18577" "ENSG00000146281" "PM20D2" "6" 89146055 89165565 1 19510
"18578" "ENSG00000146282" "RARS2" "6" 87513459 87590028 -1 76569
"18579" "ENSG00000146285" "SCML4" "6" 107702154 107824317 -1 122163
"18580" "ENSG00000146350" "TBC1D32" "6" 121079494 121334745 -1 255251
"18581" "ENSG00000146352" "CLVS2" "6" 122996235 123072925 1 76690
"18582" "ENSG00000146360" "GPR6" "6" 109978256 109980720 1 2464
"18583" "ENSG00000146373" "RNF217" "6" 124962437 125092633 1 130196
"18584" "ENSG00000146374" "RSPO3" "6" 127118671 127199481 1 80810
"18585" "ENSG00000146376" "ARHGAP18" "6" 129576132 129710177 -1 134045
"18586" "ENSG00000146378" "TAAR2" "6" 132617022 132624275 -1 7253
"18587" "ENSG00000146383" "TAAR6" "6" 132570322 132571359 1 1037
"18588" "ENSG00000146385" "TAAR8" "6" 132552693 132553721 1 1028
"18589" "ENSG00000146386" "ABRACL" "6" 139028745 139043302 1 14557
"18590" "ENSG00000146399" "TAAR1" "6" 132643312 132659182 -1 15870
"18591" "ENSG00000146409" "SLC18B1" "6" 132769370 132813339 -1 43969
"18592" "ENSG00000146410" "MTFR2" "6" 136231024 136250335 -1 19311
"18593" "ENSG00000146411" "SLC2A12" "6" 133987581 134052624 -1 65043
"18594" "ENSG00000146414" "SHPRH" "6" 145864245 145964423 -1 100178
"18595" "ENSG00000146416" "AIG1" "6" 143060496 143341058 1 280562
"18596" "ENSG00000146425" "DYNLT1" "6" 158636474 158644743 -1 8269
"18597" "ENSG00000146426" "TIAM2" "6" 154832697 155257723 1 425026
"18598" "ENSG00000146433" "TMEM181" "6" 158536436 158635429 1 98993
"18599" "ENSG00000146453" "PNLDC1" "6" 159800249 159820704 1 20455
"18600" "ENSG00000146457" "WTAP" "6" 159725585 159756319 1 30734
"18601" "ENSG00000146469" "VIP" "6" 152750797 152759765 1 8968
"18602" "ENSG00000146476" "ARMT1" "6" 151452258 151470101 1 17843
"18603" "ENSG00000146477" "SLC22A3" "6" 160348378 160452577 1 104199
"18604" "ENSG00000146521" "LINC01558" "6" 167784537 167796872 -1 12335
"18605" "ENSG00000146530" "VWDE" "7" 12330885 12403941 -1 73056
"18606" "ENSG00000146535" "GNA12" "7" 2728105 2844308 -1 116203
"18607" "ENSG00000146540" "C7orf50" "7" 996986 1138260 -1 141274
"18608" "ENSG00000146555" "SDK1" "7" 3301252 4269000 1 967748
"18609" "ENSG00000146574" "CCZ1B" "7" 6794134 6826770 -1 32636
"18610" "ENSG00000146576" "C7orf26" "7" 6590021 6608726 1 18705
"18611" "ENSG00000146587" "RBAK" "7" 5045821 5069487 1 23666
"18612" "ENSG00000146592" "CREB5" "7" 28299321 28825894 1 526573
"18613" "ENSG00000146618" "FERD3L" "7" 19144782 19145421 -1 639
"18614" "ENSG00000146648" "EGFR" "7" 55019017 55211628 1 192611
"18615" "ENSG00000146666" "LINC00525" "7" 47761476 47766772 1 5296
"18616" "ENSG00000146674" "IGFBP3" "7" 45912245 45921874 -1 9629
"18617" "ENSG00000146676" "PURB" "7" 44876299 44885530 -1 9231
"18618" "ENSG00000146677" "RPL32P18" "7" 44467897 44468304 1 407
"18619" "ENSG00000146678" "IGFBP1" "7" 45888360 45893660 1 5300
"18620" "ENSG00000146700" "SSC4D" "7" 76389334 76409697 -1 20363
"18621" "ENSG00000146701" "MDH2" "7" 76048051 76067508 1 19457
"18622" "ENSG00000146707" "POMZP3" "7" 76609986 76627279 -1 17293
"18624" "ENSG00000146729" "NIPSNAP2" "7" 55951793 56000181 1 48388
"18625" "ENSG00000146731" "CCT6A" "7" 56051685 56063989 1 12304
"18626" "ENSG00000146733" "PSPH" "7" 56011051 56051604 -1 40553
"18627" "ENSG00000146755" "TRIM50" "7" 73312536 73328082 -1 15546
"18628" "ENSG00000146757" "ZNF92" "7" 65373799 65401136 1 27337
"18629" "ENSG00000146776" "ATXN7L1" "7" 105604772 105876599 -1 271827
"18630" "ENSG00000146802" "TMEM168" "7" 112762377 112790423 -1 28046
"18631" "ENSG00000146809" "ASB15" "7" 123567010 123639481 1 72471
"18632" "ENSG00000146826" "TRAPPC14" "7" 100154420 100158723 -1 4303
"18633" "ENSG00000146828" "SLC12A9" "7" 100826820 100867010 1 40190
"18634" "ENSG00000146830" "GIGYF1" "7" 100679507 100694250 -1 14743
"18635" "ENSG00000146833" "TRIM4" "7" 99876958 99919531 -1 42573
"18636" "ENSG00000146834" "MEPCE" "7" 100428790 100434118 1 5328
"18637" "ENSG00000146839" "ZAN" "7" 100733595 100797797 1 64202
"18638" "ENSG00000146842" "TMEM209" "7" 130164713 130207770 -1 43057
"18639" "ENSG00000146856" "AGBL3" "7" 134986508 135147963 1 161455
"18640" "ENSG00000146857" "STRA8" "7" 135231979 135258663 1 26684
"18641" "ENSG00000146858" "ZC3HAV1L" "7" 139025706 139036042 -1 10336
"18642" "ENSG00000146859" "TMEM140" "7" 135148072 135166215 1 18143
"18643" "ENSG00000146904" "EPHA1" "7" 143390289 143408856 -1 18567
"18644" "ENSG00000146909" "NOM1" "7" 156949712 156973176 1 23464
"18645" "ENSG00000146910" "CNPY1" "7" 155474206 155555450 -1 81244
"18646" "ENSG00000146918" "NCAPG2" "7" 158631169 158704804 -1 73635
"18647" "ENSG00000146926" "ASB10" "7" 151175698 151187832 -1 12134
"18648" "ENSG00000146938" "NLGN4X" "X" 5840637 6228867 -1 388230
"18649" "ENSG00000146950" "SHROOM2" "X" 9786429 9949443 1 163014
"18650" "ENSG00000146955" "RAB19" "7" 140404058 140427974 1 23916
"18651" "ENSG00000146963" "LUC7L2" "7" 139340359 139423457 1 83098
"18652" "ENSG00000146966" "DENND2A" "7" 140518420 140673993 -1 155573
"18653" "ENSG00000147003" "CLTRN" "X" 15627318 15675012 -1 47694
"18654" "ENSG00000147010" "SH3KBP1" "X" 19533977 19887600 -1 353623
"18655" "ENSG00000147027" "TMEM47" "X" 34627075 34657285 -1 30210
"18656" "ENSG00000147036" "LANCL3" "X" 37571569 37684463 1 112894
"18657" "ENSG00000147041" "SYTL5" "X" 38006553 38128819 1 122266
"18658" "ENSG00000147044" "CASK" "X" 41514934 41923554 -1 408620
"18659" "ENSG00000147050" "KDM6A" "X" 44873188 45112779 1 239591
"18660" "ENSG00000147081" "AKAP4" "X" 50190777 50201007 -1 10230
"18661" "ENSG00000147082" "CCNB3" "X" 50202713 50351914 1 149201
"18662" "ENSG00000147113" "DIPK2B" "X" 45148373 45200901 -1 52528
"18663" "ENSG00000147117" "ZNF157" "X" 47370578 47414498 1 43920
"18664" "ENSG00000147118" "ZNF182" "X" 47974851 48003989 -1 29138
"18665" "ENSG00000147119" "CHST7" "X" 46573765 46598496 1 24731
"18666" "ENSG00000147121" "KRBOX4" "X" 46447292 46497422 1 50130
"18667" "ENSG00000147123" "NDUFB11" "X" 47142071 47145466 -1 3395
"18668" "ENSG00000147124" "ZNF41" "X" 47445178 47483222 -1 38044
"18669" "ENSG00000147144" "CCDC120" "X" 49053572 49069857 1 16285
"18670" "ENSG00000147155" "EBP" "X" 48521799 48528716 1 6917
"18671" "ENSG00000149970" "CNKSR2" "X" 21372801 21654695 1 281894
"18672" "ENSG00000152034" "MCHR2" "6" 99918519 99994247 -1 75728
"18673" "ENSG00000152661" "GJA1" "6" 121435595 121449727 1 14132
"18674" "ENSG00000152818" "UTRN" "6" 144285335 144853034 1 567699
"18675" "ENSG00000152822" "GRM1" "6" 146027646 146437601 1 409955
"18676" "ENSG00000152894" "PTPRK" "6" 127968785 128520616 -1 551831
"18677" "ENSG00000152926" "ZNF117" "7" 64971772 65006684 -1 34912
"18678" "ENSG00000153303" "FRMD1" "6" 168053095 168101511 -1 48416
"18679" "ENSG00000153721" "CNKSR3" "6" 154387515 154510685 -1 123170
"18680" "ENSG00000153790" "C7orf31" "7" 25134692 25180356 -1 45664
"18681" "ENSG00000153814" "JAZF1" "7" 27830573 28180795 -1 350222
"18682" "ENSG00000153956" "CACNA2D1" "7" 81946444 82443777 -1 497333
"18683" "ENSG00000153975" "ZUP1" "6" 116635618 116668794 -1 33176
"18684" "ENSG00000153989" "NUS1" "6" 117675469 117710727 1 35258
"18685" "ENSG00000153993" "SEMA3D" "7" 84995553 85187056 -1 191503
"18686" "ENSG00000154269" "ENPP3" "6" 131628442 131747418 1 118976
"18687" "ENSG00000154415" "PPP1R3A" "7" 113876777 114075920 -1 199143
"18688" "ENSG00000154438" "ASZ1" "7" 117363222 117428123 -1 64901
"18689" "ENSG00000154545" "MAGED4" "X" 52184876 52192268 1 7392
"18690" "ENSG00000154548" "SRSF12" "6" 89095959 89118071 -1 22112
"18691" "ENSG00000154678" "PDE1C" "7" 31751179 32428131 -1 676952
"18692" "ENSG00000154710" "RABGEF1" "7" 66682164 66811464 1 129300
"18693" "ENSG00000154978" "VOPP1" "7" 55436056 55572988 -1 136932
"18694" "ENSG00000154997" "SEPTIN14" "7" 55793540 55862755 -1 69215
"18695" "ENSG00000155026" "RSPH10B" "7" 5925550 5970683 -1 45133
"18696" "ENSG00000155034" "FBXL18" "7" 5431335 5513809 -1 82474
"18697" "ENSG00000155070" "UNC93B2" "7" 6855485 6859830 -1 4345
"18698" "ENSG00000155085" "AK9" "6" 109492855 109691217 -1 198362
"18699" "ENSG00000155093" "PTPRN2" "7" 157539056 158587823 -1 1048767
"18700" "ENSG00000155111" "CDK19" "6" 110609978 110815958 -1 205980
"18701" "ENSG00000155115" "GTF3C6" "6" 110958706 110967890 1 9184
"18702" "ENSG00000155428" "TRIM74" "7" 72959485 72969466 -1 9981
"18703" "ENSG00000155530" "LRGUK" "7" 134127299 134264591 1 137292
"18704" "ENSG00000155561" "NUP205" "7" 135557917 135648757 1 90840
"18705" "ENSG00000155622" "XAGE2" "X" 52369021 52375680 1 6659
"18706" "ENSG00000155660" "PDIA4" "7" 149003062 149028662 -1 25600
"18707" "ENSG00000155849" "ELMO1" "7" 36852906 37449223 -1 596317
"18708" "ENSG00000155906" "RMND1" "6" 151398898 151452158 -1 53260
"18709" "ENSG00000155918" "RAET1L" "6" 150018334 150025532 -1 7198
"18710" "ENSG00000156298" "TSPAN7" "X" 38561542 38688920 1 127378
"18711" "ENSG00000156313" "RPGR" "X" 38269163 38327544 -1 58381
"18712" "ENSG00000156928" "MALSU1" "7" 23298739 23311729 1 12990
"18713" "ENSG00000157212" "PAXIP1" "7" 154943687 155003124 -1 59437
"18714" "ENSG00000157214" "STEAP2" "7" 90167590 90238137 1 70547
"18715" "ENSG00000157219" "HTR5A" "7" 155070324 155087392 1 17068
"18716" "ENSG00000157224" "CLDN12" "7" 90383721 90513402 1 129681
"18717" "ENSG00000157240" "FZD1" "7" 91264433 91271326 1 6893
"18718" "ENSG00000157259" "GATAD1" "7" 92447482 92460075 1 12593
"18719" "ENSG00000157399" "ARSL" "X" 2934045 2968475 -1 34430
"18720" "ENSG00000157625" "TAB3" "X" 30827442 30975084 -1 147642
"18721" "ENSG00000157680" "DGKI" "7" 137381037 137847092 -1 466055
"18722" "ENSG00000157703" "SVOPL" "7" 138594285 138701362 -1 107077
"18723" "ENSG00000157741" "UBN2" "7" 139230356 139308236 1 77880
"18724" "ENSG00000157764" "BRAF" "7" 140719327 140924929 -1 205602
"18725" "ENSG00000157778" "PSMG3" "7" 1567332 1571005 -1 3673
"18726" "ENSG00000157800" "SLC37A3" "7" 140293693 140404433 -1 110740
"18727" "ENSG00000157927" "RADIL" "7" 4797055 4883716 -1 86661
"18728" "ENSG00000157954" "WIPI2" "7" 5190196 5233840 1 43644
"18729" "ENSG00000157965" "SSX8P" "X" 52622935 52633948 1 11013
"18730" "ENSG00000157999" "ANKRD61" "7" 6031376 6036552 1 5176
"18731" "ENSG00000158321" "AUTS2" "7" 69598296 70793506 1 1195210
"18732" "ENSG00000158352" "SHROOM4" "X" 50586796 50814302 -1 227506
"18733" "ENSG00000158457" "TSPAN33" "7" 129144707 129169699 1 24992
"18734" "ENSG00000158467" "AHCYL2" "7" 129225030 129430211 1 205181
"18735" "ENSG00000158516" "CPA2" "7" 130266863 130289798 1 22935
"18736" "ENSG00000158517" "NCF1" "7" 74774011 74789315 1 15304
"18737" "ENSG00000158525" "CPA5" "7" 130344816 130368730 1 23914
"18738" "ENSG00000158528" "PPP1R9A" "7" 94907202 95296415 1 389213
"18739" "ENSG00000158560" "DYNC1I1" "7" 95772506 96110322 1 337816
"18740" "ENSG00000158604" "TMED4" "7" 44577894 44582287 -1 4393
"18741" "ENSG00000158623" "COPG2" "7" 130506238 130668748 -1 162510
"18742" "ENSG00000158683" "PKD1L1" "7" 47740202 47948466 -1 208264
"18743" "ENSG00000159763" "PIP" "7" 143132077 143139739 1 7662
"18744" "ENSG00000159784" "FAM131B" "7" 143353400 143362770 -1 9370
"18745" "ENSG00000159840" "ZYX" "7" 143381295 143391111 1 9816
"18746" "ENSG00000159860" "TCAF2P1" "7" 143800732 143817973 1 17241
"18747" "ENSG00000159904" "ZNF890P" "7" 5121239 5144546 -1 23307
"18748" "ENSG00000160813" "PPP1R35" "7" 100435282 100436497 -1 1215
"18749" "ENSG00000160862" "AZGP1" "7" 99966720 99976042 -1 9322
"18750" "ENSG00000160868" "CYP3A4" "7" 99756960 99784248 -1 27288
"18751" "ENSG00000160870" "CYP3A7" "7" 99705036 99735196 -1 30160
"18752" "ENSG00000160908" "ZNF394" "7" 99473877 99504857 -1 30980
"18753" "ENSG00000160917" "CPSF4" "7" 99438922 99457373 1 18451
"18754" "ENSG00000160963" "COL26A1" "7" 101362875 101559024 1 196149
"18755" "ENSG00000160991" "ORAI2" "7" 102433106 102456825 1 23719
"18756" "ENSG00000160993" "ALKBH4" "7" 102456238 102464863 -1 8625
"18757" "ENSG00000160999" "SH2B2" "7" 102285091 102321711 1 36620
"18758" "ENSG00000161036" "LRWD1" "7" 102464956 102473168 1 8212
"18759" "ENSG00000161040" "FBXL13" "7" 102813230 103074839 -1 261609
"18760" "ENSG00000161048" "NAPEPLD" "7" 103099776 103149560 -1 49784
"18761" "ENSG00000161057" "PSMC2" "7" 103328570 103370346 1 41776
"18762" "ENSG00000164411" "GJB7" "6" 87282980 87329278 -1 46298
"18763" "ENSG00000164414" "SLC35A1" "6" 87470623 87512336 1 41713
"18764" "ENSG00000164418" "GRIK2" "6" 100962701 102081622 1 1118921
"18765" "ENSG00000164434" "FABP7" "6" 122779716 122784074 1 4358
"18766" "ENSG00000164440" "TXLNB" "6" 139240061 139291998 -1 51937
"18767" "ENSG00000164442" "CITED2" "6" 139371807 139374648 -1 2841
"18768" "ENSG00000164451" "CALHM4" "6" 116529013 116561127 1 32114
"18769" "ENSG00000164458" "TBXT" "6" 166157656 166168700 -1 11044
"18770" "ENSG00000164465" "DCBLD1" "6" 117453817 117569858 1 116041
"18771" "ENSG00000164483" "SAMD3" "6" 130144315 130365425 -1 221110
"18772" "ENSG00000164484" "TMEM200A" "6" 130366017 130443067 1 77050
"18773" "ENSG00000164485" "IL22RA2" "6" 137143820 137173648 -1 29828
"18774" "ENSG00000164488" "DACT2" "6" 168292830 168319777 -1 26947
"18775" "ENSG00000164494" "PDSS2" "6" 107152562 107459564 -1 307002
"18776" "ENSG00000164500" "SPATA48" "7" 50095883 50159256 1 63373
"18777" "ENSG00000164506" "STXBP5" "6" 147204417 147390476 1 186059
"18778" "ENSG00000164520" "RAET1E" "6" 149883179 149898113 -1 14934
"18779" "ENSG00000164532" "TBX20" "7" 35202430 35254100 -1 51670
"18780" "ENSG00000164535" "DAGLB" "7" 6409126 6484190 -1 75064
"18781" "ENSG00000164542" "KIAA0895" "7" 36324152 36390125 -1 65973
"18782" "ENSG00000164543" "STK17A" "7" 43582758 43650713 1 67955
"18783" "ENSG00000164548" "TRA2A" "7" 23504780 23532041 -1 27261
"18784" "ENSG00000164556" "FAM183BP" "7" 38685346 38687037 -1 1691
"18785" "ENSG00000164597" "COG5" "7" 107201372 107564261 -1 362889
"18786" "ENSG00000164600" "NEUROD6" "7" 31337465 31340726 -1 3261
"18787" "ENSG00000164603" "BMT2" "7" 112819147 112939875 -1 120728
"18788" "ENSG00000164604" "GPR85" "7" 113078331 113087778 -1 9447
"18789" "ENSG00000164610" "RP9" "7" 33094797 33109405 -1 14608
"18790" "ENSG00000164619" "BMPER" "7" 33904308 34156427 1 252119
"18791" "ENSG00000164631" "ZNF12" "7" 6688433 6706947 -1 18514
"18792" "ENSG00000164638" "SLC29A4" "7" 5274369 5306912 1 32543
"18793" "ENSG00000164645" "TEX47" "7" 88794106 88795737 -1 1631
"18794" "ENSG00000164647" "STEAP1" "7" 90154456 90164829 1 10373
"18795" "ENSG00000164649" "CDCA7L" "7" 21900899 21945903 -1 45004
"18796" "ENSG00000164651" "SP8" "7" 20782279 20786886 -1 4607
"18797" "ENSG00000164654" "MIOS" "7" 7566875 7608932 1 42057
"18798" "ENSG00000164659" "ELAPOR2" "7" 86876906 87059654 -1 182748
"18799" "ENSG00000164669" "INTS4P1" "7" 65141032 65234216 1 93184
"18800" "ENSG00000164674" "SYTL3" "6" 158650014 158764876 1 114862
"18801" "ENSG00000164675" "IQUB" "7" 123452193 123535077 -1 82884
"18802" "ENSG00000164690" "SHH" "7" 155799980 155812463 -1 12483
"18803" "ENSG00000164691" "TAGAP" "6" 159034468 159045152 -1 10684
"18804" "ENSG00000164692" "COL1A2" "7" 94394895 94431227 1 36332
"18805" "ENSG00000164694" "FNDC1" "6" 159169400 159272108 1 102708
"18806" "ENSG00000164707" "SLC13A4" "7" 135681231 135729258 -1 48027
"18807" "ENSG00000164708" "PGAM2" "7" 44062727 44065567 -1 2840
"18808" "ENSG00000164713" "BRI3" "7" 98252379 98310441 1 58062
"18809" "ENSG00000164715" "LMTK2" "7" 98106862 98209638 1 102776
"18810" "ENSG00000164740" "SEPTIN7P5" "7" 63495799 63502536 1 6737
"18811" "ENSG00000164742" "ADCY1" "7" 45574140 45723116 1 148976
"18812" "ENSG00000164744" "SUN3" "7" 47987148 48029119 -1 41971
"18813" "ENSG00000164746" "C7orf57" "7" 48035511 48061304 1 25793
"18814" "ENSG00000164776" "PHKG1" "7" 56080283 56092996 -1 12713
"18815" "ENSG00000164778" "EN2" "7" 155458129 155464831 1 6702
"18816" "ENSG00000164815" "ORC5" "7" 104126341 104208047 -1 81706
"18817" "ENSG00000164818" "DNAAF5" "7" 726699 786475 1 59776
"18818" "ENSG00000164828" "SUN1" "7" 816615 896435 1 79820
"18819" "ENSG00000164849" "GPR146" "7" 1044546 1059261 1 14715
"18820" "ENSG00000164850" "GPER1" "7" 1082208 1093815 1 11607
"18821" "ENSG00000164853" "UNCX" "7" 1232872 1237326 1 4454
"18822" "ENSG00000164855" "TMEM184A" "7" 1542235 1560821 -1 18586
"18823" "ENSG00000164867" "NOS3" "7" 150991017 151014588 1 23571
"18824" "ENSG00000164877" "MICALL2" "7" 1428465 1459470 -1 31005
"18825" "ENSG00000164880" "INTS1" "7" 1470277 1504389 -1 34112
"18826" "ENSG00000164885" "CDK5" "7" 151053815 151057897 -1 4082
"18827" "ENSG00000164889" "SLC4A2" "7" 151057210 151076526 1 19316
"18828" "ENSG00000164896" "FASTK" "7" 151076624 151080866 -1 4242
"18829" "ENSG00000164897" "TMUB1" "7" 151081085 151083493 -1 2408
"18830" "ENSG00000164898" "FMC1" "7" 139339457 139346328 1 6871
"18831" "ENSG00000164900" "GBX1" "7" 151148009 151174745 -1 26736
"18832" "ENSG00000164916" "FOXK1" "7" 4682295 4771442 1 89147
"18833" "ENSG00000165055" "METTL2B" "7" 128476729 128506602 1 29873
"18834" "ENSG00000165076" "PRSS37" "7" 141836300 141841487 -1 5187
"18835" "ENSG00000165120" "SSMEM1" "7" 130206344 130216844 1 10500
"18836" "ENSG00000165125" "TRPV6" "7" 142871208 142885745 -1 14537
"18837" "ENSG00000165131" "LLCFC1" "7" 142939343 142940868 1 1525
"18838" "ENSG00000165164" "CFAP47" "X" 35919734 36385317 1 465583
"18839" "ENSG00000165168" "CYBB" "X" 37780059 37813461 1 33402
"18840" "ENSG00000165169" "DYNLT3" "X" 37836757 37847571 -1 10814
"18841" "ENSG00000165171" "METTL27" "7" 73834590 73842516 -1 7926
"18842" "ENSG00000165175" "MID1IP1" "X" 38801440 38806537 1 5097
"18843" "ENSG00000165178" "NCF1C" "7" 75156639 75172044 -1 15405
"18844" "ENSG00000165182" "CXorf58" "X" 23908006 23939509 1 31503
"18845" "ENSG00000165186" "PTCHD1" "X" 23334849 23404374 1 69525
"18846" "ENSG00000165192" "ASB11" "X" 15281697 15315640 -1 33943
"18847" "ENSG00000165195" "PIGA" "X" 15319452 15335554 -1 16102
"18848" "ENSG00000165197" "VEGFD" "X" 15345596 15384413 -1 38817
"18849" "ENSG00000165215" "CLDN3" "7" 73768997 73770270 -1 1273
"18850" "ENSG00000165583" "SSX5" "X" 48186220 48196795 -1 10575
"18851" "ENSG00000165584" "SSX3" "X" 48346427 48356707 -1 10280
"18852" "ENSG00000166448" "TMEM130" "7" 98846488 98870771 -1 24283
"18853" "ENSG00000166508" "MCM7" "7" 100092728 100101940 -1 9212
"18854" "ENSG00000166526" "ZNF3" "7" 100064033 100082548 -1 18515
"18855" "ENSG00000166529" "ZSCAN21" "7" 100049774 100065040 1 15266
"18856" "ENSG00000166924" "NYAP1" "7" 100483927 100494802 1 10875
"18857" "ENSG00000166925" "TSC22D4" "7" 100463359 100479232 -1 15873
"18858" "ENSG00000166984" "TCP10L2" "6" 167146414 167196913 1 50499
"18859" "ENSG00000166997" "CNPY4" "7" 100119634 100125508 1 5874
"18860" "ENSG00000167011" "NAT16" "7" 101170496 101180293 -1 9797
"18861" "ENSG00000167393" "PPP2R3B" "X" 333933 386955 -1 53022
"18862" "ENSG00000168090" "COPS6" "7" 100088969 100092187 1 3218
"18863" "ENSG00000168255" "POLR2J3" "7" 102537918 102572653 -1 34735
"18864" "ENSG00000168303" "MPLKIP" "7" 40126027 40134622 -1 8595
"18865" "ENSG00000168438" "CDC40" "6" 110180141 110254275 1 74134
"18866" "ENSG00000168830" "HTR1E" "6" 86937528 87016679 1 79151
"18867" "ENSG00000169059" "VCX3A" "X" 6533618 6535118 -1 1500
"18868" "ENSG00000169075" "BRD7P3" "6" 118501430 118502906 1 1476
"18869" "ENSG00000169084" "DHRSX" "X" 2219506 2502805 -1 283299
"18870" "ENSG00000169093" "ASMTL" "X" 1403139 1453762 -1 50623
"18871" "ENSG00000169100" "SLC25A6" "X" 1386152 1392113 -1 5961
"18872" "ENSG00000169193" "CCDC126" "7" 23597382 23644708 1 47326
"18873" "ENSG00000169239" "CA5B" "X" 15688830 15788411 1 99581
"18874" "ENSG00000169249" "ZRSR2" "X" 15790156 15830694 1 40538
"18875" "ENSG00000169297" "NR0B1" "X" 30304206 30309390 -1 5184
"18876" "ENSG00000169306" "IL1RAPL1" "X" 28587446 29956718 1 1369272
"18877" "ENSG00000169325" "GUSBP12" "7" 57200825 57203597 -1 2772
"18878" "ENSG00000169402" "RSPH10B2" "7" 6754109 6799365 1 45256
"18879" "ENSG00000169871" "TRIM56" "7" 101085481 101097967 1 12486
"18880" "ENSG00000169876" "MUC17" "7" 101020072 101058859 1 38787
"18881" "ENSG00000169891" "REPS2" "X" 16946658 17153272 1 206614
"18882" "ENSG00000169894" "MUC3A" "7" 100949534 100968347 1 18813
"18883" "ENSG00000169895" "SYAP1" "X" 16719612 16765340 1 45728
"18884" "ENSG00000169902" "TPST1" "7" 66205317 66420543 1 215226
"18885" "ENSG00000169906" "S100G" "X" 16650158 16654670 1 4512
"18886" "ENSG00000169919" "GUSB" "7" 65960684 65982215 -1 21531
"18887" "ENSG00000169933" "FRMPD4" "X" 11822423 12724523 1 902100
"18888" "ENSG00000169976" "SF3B5" "6" 144094884 144095573 -1 689
"18889" "ENSG00000170027" "YWHAG" "7" 76326799 76358991 -1 32192
"18890" "ENSG00000170092" "SPDYE5" "7" 75492320 75504316 1 11996
"18891" "ENSG00000170162" "VGLL2" "6" 117265558 117273565 1 8007
"18892" "ENSG00000170260" "ZNF212" "7" 149239651 149255606 1 15955
"18893" "ENSG00000170265" "ZNF282" "7" 149195546 149226238 1 30692
"18894" "ENSG00000170279" "C7orf33" "7" 148590766 148615860 1 25094
"18895" "ENSG00000170356" "OR2A20P" "7" 144250045 144256244 -1 6199
"18896" "ENSG00000170379" "TCAF2" "7" 143620952 143730410 1 109458
"18897" "ENSG00000170381" "SEMA3E" "7" 83363238 83649139 -1 285901
"18899" "ENSG00000170419" "VSTM2A" "7" 54542325 54571080 1 28755
"18900" "ENSG00000170615" "SLC26A5" "7" 103352730 103446207 -1 93477
"18901" "ENSG00000170629" "DPY19L2P2" "7" 103175133 103280410 -1 105277
"18902" "ENSG00000170632" "ARMC10" "7" 103074881 103099759 1 24878
"18903" "ENSG00000170667" "RASA4B" "7" 102479976 102517777 -1 37801
"18904" "ENSG00000170775" "GPR37" "7" 124743885 124765792 -1 21907
"18905" "ENSG00000170807" "LMOD2" "7" 123655866 123664290 1 8424
"18906" "ENSG00000170852" "KBTBD2" "7" 32868172 32894131 -1 25959
"18907" "ENSG00000171115" "GIMAP8" "7" 150450630 150479393 1 28763
"18908" "ENSG00000171130" "ATP6V0E2" "7" 149872968 149891204 1 18236
"18909" "ENSG00000171217" "CLDN20" "6" 155264013 155276548 1 12535
"18910" "ENSG00000171243" "SOSTDC1" "7" 16461481 16530580 -1 69099
"18911" "ENSG00000171365" "CLCN5" "X" 49922596 50099235 1 176639
"18912" "ENSG00000171402" "XAGE3" "X" 52862525 52868083 -1 5558
"18913" "ENSG00000171405" "XAGE5" "X" 52811287 52818301 1 7014
"18914" "ENSG00000171408" "PDE7B" "6" 135851701 136195574 1 343873
"18915" "ENSG00000171433" "GLOD5" "X" 48761747 48773648 1 11901
"18916" "ENSG00000171478" "SPACA5B" "X" 48130626 48132620 1 1994
"18917" "ENSG00000171483" "SSX6P" "X" 48107992 48120210 1 12218
"18918" "ENSG00000171489" "SPACA5" "X" 48004336 48009733 1 5397
"18919" "ENSG00000171657" "GPR82" "X" 41724181 41730130 1 5949
"18920" "ENSG00000171659" "GPR34" "X" 41688973 41697275 1 8302
"18921" "ENSG00000172115" "CYCS" "7" 25118656 25125260 -1 6604
"18922" "ENSG00000172209" "GPR22" "7" 107470018 107475684 1 5666
"18923" "ENSG00000172331" "BPGM" "7" 134646811 134679816 1 33005
"18924" "ENSG00000172336" "POP7" "7" 100706121 100707486 1 1365
"18925" "ENSG00000172354" "GNB2" "7" 100673567 100679174 1 5607
"18926" "ENSG00000172461" "FUT9" "6" 96015974 96215612 1 199638
"18927" "ENSG00000172469" "MANEA" "6" 95577485 95609470 1 31985
"18928" "ENSG00000172594" "SMPDL3A" "6" 122789049 122809720 1 20671
"18929" "ENSG00000172673" "THEMIS" "6" 127708072 127918631 -1 210559
"18930" "ENSG00000173041" "ZNF680" "7" 64519878 64563075 -1 43197
"18931" "ENSG00000173114" "LRRN3" "7" 111091006 111125454 1 34448
"18932" "ENSG00000173214" "MFSD4B" "6" 111259327 111445354 1 186027
"18933" "ENSG00000173452" "TMEM196" "7" 19719315 19773617 -1 54302
"18934" "ENSG00000173467" "AGR3" "7" 16859412 16881987 -1 22575
"18935" "ENSG00000173612" "GPRC6A" "6" 116792085 116829083 -1 36998
"18936" "ENSG00000173626" "TRAPPC3L" "6" 116494989 116545684 -1 50695
"18937" "ENSG00000173674" "EIF1AX" "X" 20124525 20141838 -1 17313
"18938" "ENSG00000173678" "SPDYE2B" "7" 102650319 102662625 1 12306
"18939" "ENSG00000173681" "BCLAF3" "X" 19912860 19991061 -1 78201
