Raw counts of sequencing reads (TPM)																
		Sample name														
		Donor1_M0	Donor1_M1	Donor1_M2IL10	Donor1_M2IL4	Donor1_TAMlike	Donor2_M0	Donor2_M1	Donor2_M2IL10	Donor2_M2IL4	Donor2_TAMlike	Donor3_M0	Donor3_M1	Donor3_M2IL10	Donor3_M2IL4	Donor3_TAMlike
		Sample number														
		Sp1_M0	Sp1_M1	Sp1_M2IL10	Sp1_M2IL4	Sp1_TAMlike	Sp2_M0	Sp2_M1	Sp2_M2IL10	Sp2_M2IL4	Sp2_TAMlike	Sp3_M0	Sp3_M1	Sp3_M2IL10	Sp3_M2IL4	Sp3_TAMlike
ID	symbol															
ENSG00000007001	UPP2	0	0	0	0	0.01	0	0.09	0.02	0	0	0.02	0.05	0.01	0.01	0
ENSG00000007038	PRSS21	0.16	0.03	0.08	0.14	0.12	0.91	0.34	0.65	1.14	1.46	1.6	0.43	0.85	0.62	1.46
ENSG00000007047	MARK4	14.15	18.28	13.42	8.23	26.44	10.33	11.79	12.13	6.61	22.41	11.19	15.03	17.13	7.7	24.06
ENSG00000007062	PROM1	0	0	0	0	0	0	0.07	0	0.03	0	0	0	0	0.02	0
ENSG00000007080	CCDC124	24.44	15.75	23.45	27.27	14.92	20.84	11.74	19.17	21.2	16.84	16.94	11.34	17.21	20.47	17.18
ENSG00000007129	CEACAM21	5.24	7.54	12.73	5.81	4.03	3.61	1.19	7.63	2.73	4.19	1.47	2.17	4.46	1.68	4.11
ENSG00000007168	PAFAH1B1	48.88	71.07	67.77	66.22	68.86	56.67	102.56	82.57	72.56	74.99	61.5	108.07	63.37	72.57	38.9
ENSG00000007171	NOS2	0	0	0	0	0.01	0	0.01	0	0	0.01	0	0	0.01	0	0.02
ENSG00000007174	DNAH9	0.02	0.02	0.07	0.01	0.03	0.02	0.04	0	0.09	0.02	0.06	0.03	0.02	0.06	0.03
ENSG00000007202	KIAA0100	87.31	79.63	100.6	152.8	69.3	88.01	43.36	100.42	114.55	67.53	91.7	58.57	100.07	169.69	64.52
ENSG00000007216	SLC13A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007237	GAS7	207.56	128.42	131.48	74.28	152.46	130.66	8.55	109.59	64.75	99.92	115.68	43.32	113.79	63.04	102.76
ENSG00000007255	TRAPPC6A	11.57	6.05	6.73	7.85	8.17	11.82	6.9	7.84	7.62	14.38	11.23	5.76	7.93	8.28	15.41
ENSG00000007264	MATK	3.84	1.73	1.28	33.96	5.6	19.29	0.82	5.69	32.43	3.51	45.72	3.17	19.16	61.47	7.19
ENSG00000007306	CEACAM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007312	CD79B	0.09	0.37	0.23	0.35	0.14	0.24	0.19	0.66	0.3	0.03	0.4	0.5	0.59	0.5	0.11
ENSG00000007314	SCN4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007341	ST7L	14.86	21.1	13.28	15.53	14.28	8.2	14.43	7.12	11.4	9.3	9.28	17.43	5.83	9.33	5.72
ENSG00000007350	TKTL1	0	0	0	0	0	0.02	0	0	0	0.06	0	0	0	0.04	0
ENSG00000007372	PAX6	0.08	0.03	0.03	0.04	0.03	0.08	0.02	0.18	0.27	0.05	0.4	0.08	0.19	0.3	0.26
ENSG00000007376	RPUSD1	3.1	2.81	3.94	3.64	3.57	3.42	2.47	3.02	3.47	4.1	3.39	1.87	3.56	3.1	4.16
ENSG00000007384	RHBDF1	0.47	0.42	0.37	0.85	0.59	0.78	1.7	1.1	2.57	0.27	3.26	0.95	1.61	4.88	1.12
ENSG00000007392	LUC7L	13.95	20.54	16.59	16.06	21.24	14.63	22.57	15.86	20.86	21.25	20.79	24.97	17.86	17.03	22.91
ENSG00000007402	CACNA2D2	0	0	0.02	0	0.3	0.01	0	0.01	0	0.05	0	0.04	0.01	0.01	0.15
ENSG00000007516	BAIAP3	0.19	0.03	0.13	0.11	0.27	0.01	0.14	0.08	0.22	0.14	0	0.13	0.13	0	0.37
ENSG00000007520	C16orf42	9.3	9.22	12.75	12.82	9.12	8.93	9.18	9.72	10.75	9.61	8.52	7.48	9.01	7.03	8.29
ENSG00000007541	PIGQ	15.57	10.86	12.74	8.25	9.57	11.06	6.85	16.86	7.61	19.83	11.82	5.75	26.3	7.09	17.49
ENSG00000007545	CRAMP1L	4.24	5.17	4.55	3.19	3.19	2.18	8.42	2.3	4.25	3.72	4.25	8.39	3.78	3.24	4.17
ENSG00000007866	TEAD3	0	0.04	0	0	0.07	0.01	0.28	0.15	0	0.03	0.01	0.09	0.12	0.01	0.03
ENSG00000007908	SELE	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0.01	0
ENSG00000007923	DNAJC11	26.99	22.94	20.57	42.89	15.05	24.47	20.98	20.07	44.97	16.29	24.18	19.36	14.19	52.19	9.67
ENSG00000007933	FMO3	0.31	0.1	0.28	0.24	0.38	0.07	0.08	0.38	0.05	0.22	0.15	0	0.14	0.26	0.28
ENSG00000007944	MYLIP	4.96	3.67	5.84	3.33	10.8	4.33	5.37	4.2	3.63	6.58	4.89	10.12	6.88	5.66	5.04
ENSG00000007952	NOX1	0.03	0.04	0.09	0.12	0.06	0.09	0.03	0.05	0.1	0	0.03	0.02	0.07	0.05	0.03
ENSG00000007968	E2F2	0.22	0.18	0.05	0.19	0.05	0.29	0.02	0.17	0.04	0.13	1.2	0.02	0.29	0.1	0.65
ENSG00000008018	PSMB1	81.16	98.83	89.92	103.11	65.77	90.14	85.63	86.64	107	65.49	85.22	100.78	72.04	94.72	56.77
ENSG00000008056	SYN1	0	0.07	0.16	0.09	2.13	0.12	0.26	0.01	0.16	0.14	0.07	0.03	0.08	0.24	0.27
ENSG00000008083	JARID2	7.15	5.52	5.82	5.4	17.96	7.21	3.02	4.67	5.53	9.3	7.12	2.51	4.11	7.84	7.31
ENSG00000008086	CDKL5	2.21	1.65	3.09	2.02	1.81	1.81	2.01	1.98	1.69	1.8	1.69	1.82	1.83	1.44	1.26
ENSG00000008118	CAMK1G	0	0.05	0	0	0.01	0.08	11.09	0.34	0.15	0.22	0.07	5.94	0.22	0.47	0.25
ENSG00000008128	CDK11A	14.4	14.12	16.83	11.63	12.49	16.08	30.11	18.68	24.21	20.12	25.89	30.25	21.3	27.05	24.96
ENSG00000008130	NADK	116.47	187.5	82.41	78.54	173.62	171.45	406.99	95.88	127.29	163.2	115.39	372.67	108.93	108.96	188.26
ENSG00000008196	TFAP2B	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0
ENSG00000008197	TFAP2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008226	DLEC1	2.5	0.16	1.74	4.23	0.24	1.22	0.13	0.32	0.13	2.48	0.08	0.03	0.05	1.36	1.5
ENSG00000008256	CYTH3	6.17	3.45	3.99	3.75	3.01	4.86	0.74	3.34	2.12	4.47	5.18	1.3	5.04	1.96	4.36
ENSG00000008277	ADAM22	0.07	0.08	0.11	0.03	0.14	0.07	0.04	0.11	0.06	0.06	0.09	0.08	0.2	0.07	0.14
ENSG00000008282	SYPL1	85.47	88.79	71.06	84.11	83.45	80.67	36.98	72.25	69.76	73.26	56.37	55.16	47.4	50.84	50.61
ENSG00000008283	CYB561	3.8	6.47	7.41	3.38	3.81	2.64	1.37	4.72	2.02	4.09	3.82	1.83	7.94	2.11	5.69
ENSG00000008294	SPAG9	112.07	100.47	107.13	105.35	142.77	136.2	118.99	113.76	198.76	123.49	137.3	127.04	127.08	216.55	90.29
ENSG00000008300	CELSR3	0.02	0.1	0.05	0.11	0.37	0.03	0.04	0.07	0.09	0.04	0.09	0.04	0.11	0.14	0.11
ENSG00000008311	AASS	0.54	1.36	0.78	0.32	0.67	0.3	1.61	0.25	0.06	0.16	0.38	1.66	0.69	0.11	0.39
ENSG00000008323	PLEKHG6	0.17	0.08	1.6	0.13	0.1	0.02	0.55	0.14	0.07	0.33	0.13	0.78	0.24	0.8	0.39
ENSG00000008324	SS18L2	14.02	16.15	17.77	22.55	17.51	18.1	16.61	13.16	22.73	14.74	18.37	16.12	12.2	17.11	10.08
ENSG00000008382	MPND	12.82	16.09	12.12	22.58	16.18	24.34	12.34	13.76	26.93	23.63	27.96	14.74	21.52	20.02	29.36
ENSG00000008394	MGST1	49.97	235.94	30.95	79.6	48.99	176.39	2413.58	54.09	117.87	52.61	324.7	1131.65	103.15	190.75	82.05
ENSG00000008405	CRY1	5.33	5.38	4.22	4.55	1.62	5.92	4.18	4.58	6.96	7.25	5.98	7.16	2.99	8.41	4.26
ENSG00000008438	PGLYRP1	0	0	0	0	0	0.04	0	0	0	0	0	0.07	0.04	0.02	0
ENSG00000008441	NFIX	0.07	0.27	0.16	0.03	0.05	0.33	3.79	0.11	0.69	0.2	0.23	3.31	0.25	0.71	0.5
ENSG00000008513	ST3GAL1	48.3	84.95	58.27	24.28	79.07	46.36	65.76	49.82	29.04	74.69	36.24	98.91	54.65	26.52	82.58
ENSG00000008516	MMP25	1.22	7.21	0.64	1.13	0.74	2.29	4.64	1.59	4.16	0.35	0.91	4.25	2.11	4.69	0.77
ENSG00000008517	IL32	2.81	29.16	1.98	1.87	1.33	3.8	166.8	2.08	13.51	0.98	4.36	157.5	2.48	17.64	1.88
ENSG00000008710	PKD1	12.52	14.35	12.59	12.43	24.61	9.98	11.16	10.09	16.22	15.39	11.76	16.48	13.48	13.36	14.82
ENSG00000008735	MAPK8IP2	0.01	0.01	0.02	0.02	0.02	0.01	0.08	0.02	0	0.02	0.01	0.05	0.02	0.01	0.02
ENSG00000008838	MED24	63.71	60.77	62.75	60.29	51.95	49.69	50.12	46.92	41.26	43.95	49.23	51.5	47.78	38.09	49.9
ENSG00000008853	RHOBTB2	4.03	2.99	3.2	2.7	3.87	5.48	1.52	4.01	2.06	3.65	8.77	1.59	4.4	6.12	4.17
ENSG00000008869	HEATR5B	9.77	8.27	10.96	8.96	12.08	10.85	9.14	16.1	15.15	12.75	12.25	7.88	11.87	10.9	8.37
ENSG00000008952	SEC62	104.57	108.15	91.12	107.48	123.43	96.67	83.69	121.07	82.13	112.46	101.66	126.76	84.75	80.4	61.63
ENSG00000008988	RPS20	660.88	661.89	566.43	648.97	871.06	709.96	574.04	515.81	686.97	894.87	816.42	623.08	663.56	474.75	876.78
ENSG00000009307	CSDE1	229.2	227.65	242.47	292.81	393.64	348.65	418.36	315.74	346.9	499.08	357.51	397.72	348.54	371.62	279.78
ENSG00000009335	UBE3C	28.82	29.17	32.43	39.29	26.92	32.53	35.49	31.93	42.81	26.42	25.95	34.54	20.91	49.33	16.21
ENSG00000009413	REV3L	15.22	25.71	10.8	9.09	45.72	9.52	7.81	14.5	12.89	19.95	14.34	8.57	7.92	13.23	18.35
ENSG00000009694	ODZ1	0.02	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0	0	0	0	0	0.01
ENSG00000009709	PAX7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009724	MASP2	0.32	0.28	0.42	0.41	0.5	0.33	0.35	0.32	0.21	0.66	0.65	0.27	0.46	0.31	0.82
ENSG00000009765	IYD	0.02	0.05	0.05	0.01	0.04	0.07	0.05	0	0.1	0.07	0.01	0.03	0.05	0.13	0.05
ENSG00000009780	FAM76A	7.06	6.3	6.99	6.62	5.29	7.55	4.93	7.94	9.63	6.48	7.83	4.71	5.12	9.19	5.35
ENSG00000009790	TRAF3IP3	27.25	16.14	18.28	6.09	22.89	20.79	7.23	22.8	17.21	31.43	16.16	7.17	22.69	8.27	20.73
ENSG00000009830	POMT2	18.44	15.69	17.41	23.2	11.8	15.61	5.24	13.29	17.02	11.08	13.82	9.15	15.56	19.87	13.35
ENSG00000009844	VTA1	40.19	41.61	33.27	41.05	28.82	37.28	33.75	34.41	41.15	25.04	30.63	34.53	22.92	36.58	16.62
ENSG00000009950	MLXIPL	0.05	0.18	0.1	0.07	6.61	0.07	0.05	0.11	0.01	0.63	0.29	0.04	0.35	0.12	0.67
ENSG00000009954	BAZ1B	16.98	21.6	15.81	19.44	24.84	14.81	23.56	14.28	13.46	15.03	16.5	27.47	14.21	17.71	12.37
ENSG00000010017	RANBP9	24.4	33.54	29.71	23.7	19.66	21.2	27.63	22.05	19.57	19.54	20.82	33.65	31.06	22.34	13.95
ENSG00000010030	ETV7	0.04	3.02	0.06	0.06	0.06	0.08	30.95	0.08	0	0.04	0.09	19.47	0.06	0.1	0.02
ENSG00000010072	C1orf124	8.22	6.66	7.02	7.47	3.84	5.7	5.02	8.6	8.72	4.93	5.63	6.35	5.34	5.77	3.72
ENSG00000010165	METTL13	17.91	16.95	17.29	18.41	14.52	16.86	15.92	16.43	12.97	14.37	17.23	16.32	14.12	18.51	14.52
ENSG00000010219	DYRK4	35.29	21.06	30.38	24.74	24.38	61.77	10.4	42.99	24.32	92.04	40.92	12.35	48.32	21.99	69.79
ENSG00000010244	ZNF207	85.27	127.04	106.95	154.24	82.18	106.09	153.76	101.43	104.81	81.1	86.67	147.6	97.99	120.89	73.62
ENSG00000010256	UQCRC1	139.41	106.71	141.87	290.17	124.35	167.16	68.97	145.63	264.8	119.64	182.36	90.85	151.02	352.48	126.63
ENSG00000010270	STARD3NL	55.32	52.52	51.94	50.69	55.3	59.42	44.46	58.65	58.03	52.72	53	49.66	39.86	42.75	33.1
ENSG00000010278	CD9	446.78	134.47	200.85	187.2	414.84	727.09	10.1	353.93	308.03	529.46	633.14	24.45	330.67	256.69	498.36
ENSG00000010282	HHATL	0	0.07	0	0	0	0	0.03	0	0	0.05	0	0	0	0.11	0
ENSG00000010292	NCAPD2	36.54	27.6	22.71	29.9	47.39	29.23	18.26	25.21	17.83	41.52	46.39	22.4	32.64	18.21	45.83
ENSG00000010295	IFFO1	25.95	24.66	24.45	16.8	22.73	19.39	7.63	23.18	9.16	27.6	21.1	10.49	26.17	8.3	34.47
ENSG00000010310	GIPR	0.05	0.12	0.08	0.18	0.09	0.05	0.15	0.15	0.51	0.19	0.34	0.25	0.23	2.93	0.05
ENSG00000010318	PHF7	5.54	3.56	5.22	4.99	6.89	5.94	4.57	7.43	5.8	7.85	6.25	4.46	4.89	5.26	9.3
ENSG00000010319	SEMA3G	0.03	0.04	0.05	0.05	0.02	0.06	0	0.1	0.1	0.07	0.11	0	0.02	0.36	0.08
ENSG00000010322	NISCH	59.55	57.36	63.89	44	121.68	30.57	8.89	33.63	23.96	64.57	26.48	10.4	27.2	14.27	60.08
ENSG00000010327	STAB1	1159.07	439.61	1025.39	758.44	1116.47	728.25	41.69	777.71	394.39	1091.66	526.16	32.45	679.3	217.58	1408.97
ENSG00000010361	FUZ	5.3	3.23	3.8	2.12	7.14	3.95	1.78	2.49	1.79	6.73	5.07	1.78	6.19	2.57	12.02
ENSG00000010379	SLC6A13	0.1	0.18	0.13	0	0.05	0.06	0.34	0.01	0	0.11	0	0.4	0.04	0.09	0.09
ENSG00000010404	IDS	41.13	62.27	39.26	34.75	64.96	37.61	32.45	35.37	31.51	47	31.73	61.13	40.3	25.66	31.37
ENSG00000010438	PRSS3	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0
ENSG00000010539	ZNF200	7.16	8.38	7.4	7.47	8.66	7.48	10.01	8.36	6.13	6.07	5.01	10.43	6.65	5.87	5.46
ENSG00000010610	CD4	265.06	246.65	255.78	300.05	264.99	379.07	52.41	268.36	293.11	394.88	253.06	72.36	308.45	272.11	356.4
ENSG00000010626	LRRC23	5.64	6.15	4.8	5.19	9.03	5.83	2.25	6.18	5.94	6.9	4.66	2.55	4.67	4.43	5.54
ENSG00000010671	BTK	63.85	71.16	63.44	72.43	56.26	70.17	54.97	66.98	56.99	74.8	64.76	55.42	66.24	51.83	57.71
ENSG00000010704	HFE	26.38	15.79	45.17	12.82	18.54	16.27	2.86	34.77	7.55	20.28	15.16	6.38	47.41	3.83	15.91
ENSG00000010803	SCMH1	3.85	1.6	2.68	1.33	4.02	1.83	1.8	1.78	0.81	2.44	2.6	1.38	2.64	0.59	4.41
ENSG00000010810	FYN	6.14	31.44	9.51	1.38	35.28	8.39	14.08	2.99	11.66	2.64	15.45	34.77	4.72	36.27	4.14
ENSG00000010818	HIVEP2	6.6	5.42	10.19	2.91	4.12	1.27	30.36	5.13	12.37	0.81	3.81	26.29	8.72	3.22	3.1
ENSG00000010932	FMO1	0	0	0	0	0	0.03	0	0.11	0	0.06	0.68	0	0.05	0.26	0.03
ENSG00000011007	TCEB3	20.75	16.68	18.44	21.22	18.5	17.67	16.29	19.49	28.32	16.13	14.96	17.39	14.45	22.82	15.41
ENSG00000011009	LYPLA2	44.42	28.23	49.93	38.27	29.84	39.42	24.03	41.42	24.91	35.88	35.84	20.74	39.88	37.64	32.53
ENSG00000011021	CLCN6	7.23	8.66	7.69	6.39	7.21	6.87	7.13	7.17	6.35	7.59	6.51	6.54	8.39	7.15	7.96
ENSG00000011028	MRC2	22.13	4.44	13.54	43.55	33.84	29.48	6.69	13.88	68.3	63.03	32.29	6.72	10.38	30.86	57.42
ENSG00000011052	NME2	0.84	0.94	1.13	2.96	0.16	0.9	0.36	0.15	2.12	0	0.59	0	0.54	0.74	0.16
ENSG00000011083	SLC6A7	0	0	0	0.01	0.01	0.02	0.08	0.02	0.08	0	0.08	0.11	0.02	0.36	0.03
ENSG00000011105	TSPAN9	0.05	0.31	0.5	0.13	0.15	0.47	0.27	0.48	0.06	0.5	0.04	0.42	0.62	0.12	0.43
ENSG00000011114	BTBD7	17.86	8.25	16.08	14.19	14.33	18.48	12.26	15.23	17.87	13.41	15.95	9.81	12.83	13.21	12.93
ENSG00000011132	APBA3	5.66	8.6	4.34	4.03	7.54	4.73	12.28	4.91	6.5	6.47	5.03	14.83	5.13	7.45	6.26
ENSG00000011143	MKS1	3.96	3.28	4.01	4.24	3.42	3.64	2.32	3.3	2.15	3.36	4.86	1.7	4.08	2.62	5.26
ENSG00000011198	ABHD5	9.37	10.48	9.23	8.47	13.71	15.06	14.09	12.36	13.45	20.59	13.11	14.01	11.5	9.63	22.49
ENSG00000011201	KAL1	4.73	16.27	5.87	2.99	1.69	6.77	1.68	11.59	2.09	5.77	6.24	8.35	8.45	1.72	5.92
ENSG00000011243	AKAP8L	33.44	34.29	27.19	25.55	36.34	29.94	46.31	29.84	27.13	48.1	33.51	48.55	39.41	27.23	52.62
ENSG00000011258	MBTD1	5.32	6.42	5.72	4.9	7.75	4.64	3.94	3.86	5.3	6.13	6.07	5.41	7.57	5.94	4.95
ENSG00000011260	UTP18	37.95	51.01	46.47	57.44	39.42	57.38	40.11	67.29	46.21	49.55	51.19	51.08	47.26	58.92	26.16
ENSG00000011275	RNF216	15.87	18.83	16.46	21.9	13.59	10.86	13.31	11.83	12.12	11.89	9.41	10.3	10.41	14.62	10.04
ENSG00000011295	TTC19	10.03	8.88	10.49	12.38	6.78	10.64	5.43	10.02	10.07	8.92	8.13	5.06	6.51	9.69	6.42
ENSG00000011304	PTBP1	223.97	215.83	321.96	437.49	279.47	219.54	167.14	259.8	334.93	251.66	270.12	233.56	252.6	246.89	257.18
ENSG00000011332	DPF1	0.12	0.06	0.13	0.13	0.08	0.06	0.2	0.03	0.02	0.05	0.03	0.04	0.08	0.13	0.05
ENSG00000011347	SYT7	0	0	0	0	0	0.03	0	0	0	0.02	0.04	0.01	0.08	0.08	0
ENSG00000011376	LARS2	4.42	5.5	5.59	8	4.08	5.26	6.07	5.28	5.24	3.53	4.28	5.53	3.45	8.88	3.31
ENSG00000011405	PIK3C2A	26.32	24.55	42.38	24.17	25.03	31.46	14.76	37.2	23	22.73	24.77	15.25	28.29	14.71	16.62
ENSG00000011422	PLAUR	76.84	222.87	69.21	114.29	337.56	91.24	75.66	68.41	214	84.05	117.52	344.78	60.32	171.09	100.31
ENSG00000011426	ANLN	1.1	0.88	0.64	0.91	0.84	3.95	0.61	1.7	1.32	2.6	17.91	0.78	4.37	1.26	10.27
ENSG00000011451	WIZ	3.21	3.49	4.17	3.65	3.64	2.64	2.7	2.97	3.4	2.94	2.69	2.5	3.39	2.88	4.36
ENSG00000011454	RABGAP1	16.93	18.99	17.71	17.86	20.97	21.55	20.63	15.78	18.08	19.97	15.19	13.89	15.85	16.51	12.23
ENSG00000011465	DCN	0.15	0.19	0.18	0.07	0.36	0.16	0.13	0	0	0.2	0.28	0.36	0.04	0.14	0.34
ENSG00000011478	QPCTL	2.42	1.48	2.1	3.29	6.74	3.14	1.46	1.46	2.86	7.58	3.48	4.21	2.58	5.07	8.96
ENSG00000011485	PPP5C	15.58	13.61	12.84	19.51	9.29	11.81	7.82	10.73	18.86	9.75	12.11	7.47	7.82	19.95	8.52
ENSG00000011523	CEP68	2.66	2.77	3.93	2.74	4.63	2.06	3.06	1.53	2.65	3.16	2.18	2.95	2.17	2.79	2.68
ENSG00000011566	MAP4K3	26.35	53.6	19.78	19.86	25.03	22.98	12.57	28.67	34.32	33.4	40.05	21.48	22.88	78.59	23.22
ENSG00000011590	ZBTB32	0.06	0.05	0.19	0.04	0.03	0.03	0.38	0.01	0	0.12	0.06	0.05	0.13	0.27	0
ENSG00000011600	TYROBP	755.66	692.85	807.1	807.39	1277.34	1063.27	319.41	834.74	894.36	1433.77	891.46	476.31	902.72	669.73	1502.92
ENSG00000011638	TMEM159	6.56	10.42	10.46	7.63	11.23	13.37	19.51	13.66	5.92	23.03	13.27	14.87	17.56	8.77	17.63
ENSG00000011677	GABRA3	0	0.01	0	0.01	0.16	0	0	0.07	0	0	0.01	0.01	0	0.01	0
ENSG00000012048	BRCA1	4.34	4.33	3.2	4.05	3.72	4.72	1.21	3.36	3.5	3.79	11.03	2.28	3.65	3.84	4.87
ENSG00000012061	ERCC1	45.44	64.67	46.56	48.97	46.01	23.86	9.62	32.17	32.97	33.05	27.99	12.18	30.04	50.08	36.43
ENSG00000012124	CD22	10.08	3.07	1.59	4.06	3.19	23.11	0.39	4.94	12.97	12.02	20.7	1.5	8.72	16.71	16.24
ENSG00000012171	SEMA3B	0.01	0.13	0.1	0.02	0.06	0.02	0.04	0.03	0.02	0.01	0.05	0.2	0.07	0.07	0.02
ENSG00000012174	MBTPS2	6.49	8.72	6.89	10.77	4.19	9.32	7.29	6.46	11.47	3.72	6.97	7.1	4.92	11.51	3.04
ENSG00000012211	PRICKLE3	2.63	4	2.93	3.13	4.22	2.11	7.92	1.83	3.18	2.79	1.92	6.02	2.2	3.12	3.17
ENSG00000012223	LTF	0	0	0	0.01	0.09	0.07	0.01	0.11	0	0	0	0.03	0.06	0.26	0.01
ENSG00000012232	EXTL3	11.52	9.62	12.22	11.95	9.73	9.55	9.75	9.19	6.45	9.3	9.72	5.84	8.04	7.36	8.43
ENSG00000012504	NR1H4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012660	ELOVL5	49.02	60.45	62.83	62.38	27.94	57.07	74.08	52.45	96.94	37.22	60.12	58.09	50.94	101.58	33.51
ENSG00000012779	ALOX5	30.51	122	122.4	2.22	111.52	29.52	0.67	87.51	0.47	48.04	10.65	4.12	64.56	0.2	28.43
ENSG00000012817	KDM5D	0.03	0.05	0.13	0.28	0.11	27.94	26.08	27.99	23.79	38.12	29.52	25.41	35.5	28.48	35.26
ENSG00000012822	CALCOCO1	26.44	19.92	19.76	9.92	33.76	27.21	22.59	20.65	16.12	49.68	29.16	30.1	40.21	21.81	54.76
ENSG00000012963	UBR7	16.33	17.55	18.4	15.77	9.93	17.19	9.9	16.47	12.01	15.12	19.94	11.96	14.15	14.71	11.36
ENSG00000012983	MAP4K5	7.86	7.61	9.37	7.92	7.35	7.83	9.05	6.57	12.55	7.7	10.36	8.8	7.37	10.47	4.01
ENSG00000013016	EHD3	0.92	0.25	0.49	0.21	2.59	0.25	0.03	0.24	0.16	1.24	0.36	0.1	0.27	0.33	1.14
ENSG00000013275	PSMC4	71.16	42.78	108.14	74.5	22.63	36.91	18.15	68.98	55.98	19.05	33.06	24.83	42.87	49.92	19.8
ENSG00000013288	MAN2B2	15.78	18.92	22.8	13.62	25.34	15.89	8.91	12.52	10.1	12.77	8.68	9.45	15	11.83	21.99
ENSG00000013293	SLC7A14	0.38	0.63	0.68	0.52	1.08	0.66	0.8	0.53	0.46	0.15	0.11	0.71	0.47	0.51	0.57
ENSG00000013297	CLDN11	0.18	0.24	0.33	0.33	0.48	0.12	0.27	0.34	0.42	0.32	0.5	0.43	0.26	0.37	0.24
ENSG00000013306	SLC25A39	43.26	34.85	40.3	45.84	40.82	43.19	16.24	41.12	42.82	49.09	37.99	24.72	42.67	40.93	49.55
ENSG00000013364	MVP	119	201.81	291	177.35	105.41	120.84	212.73	203.2	112.12	88.42	143.53	239.17	250.59	141.8	95.6
ENSG00000013374	NUB1	65.25	129.2	39.89	47.82	57.85	48.72	1582.15	38.96	63.33	62.58	55.15	932.11	54.69	113.9	55.51
ENSG00000013375	PGM3	20.95	25.96	41.76	41.4	29.38	49.42	34.07	55.73	67.21	27.83	36.83	38.59	36.17	61.09	17.3
ENSG00000013392	RWDD2A	0.75	1.17	0.75	0.94	1.42	1.04	1.02	0.69	0.84	1.2	1.21	1.81	1.06	1.28	1.16
ENSG00000013441	CLK1	54.07	61.19	47.55	45.86	108.63	55.16	77.69	48.74	54.25	99.76	81.02	98.38	60.34	64.07	66.14
ENSG00000013503	POLR3B	2.22	1.58	1.51	4.75	0.95	2.46	1.61	2.25	3.42	2.02	3.23	1.48	1.22	3.85	0.84
ENSG00000013523	ANGEL1	7.51	14.92	4.79	5.21	22.98	6.54	1.98	7.12	6.33	15.9	9.25	8.38	7.3	8.34	15.92
ENSG00000013561	RNF14	36.15	34.71	41.94	35.52	21.34	43.94	27.36	45.78	30.76	28.74	32.12	29.02	37.46	25.55	23.35
ENSG00000013563	DNASE1L1	74.62	60.4	121.55	105.53	61.49	107.55	27.57	153.15	90.79	73.31	104.64	57.1	157.63	121.2	123.2
ENSG00000013573	DDX11	9.65	8.61	8.05	8.59	10.78	3.77	5.08	2.97	4.57	4.68	8.99	8.46	7.75	7.49	10.6
ENSG00000013583	HEBP1	57.37	71.23	74.42	60.87	48.64	63.85	31.13	65.9	39.32	67.98	60.7	33.75	47.64	22.36	58.59
ENSG00000013588	GPRC5A	0.07	0.05	0.04	0.04	0.07	0.04	0.15	0.03	0.09	0.03	0.05	0.1	0.04	0.17	0.06
ENSG00000013619	MAMLD1	0.21	0.35	0.12	0.18	0.65	0.14	0.25	0.11	0.91	0.11	0.28	0.75	0.22	1.04	0.17
ENSG00000013725	CD6	0.22	0.65	0.32	0.44	0.71	0.19	1.21	0.25	0.31	0.37	0.87	1.03	0.89	0.61	0.52
ENSG00000013810	TACC3	27.24	24.14	26.26	20.63	20.31	17.22	3.13	20.09	8.32	17.15	21.43	5.67	19.3	8.08	20.59
ENSG00000014123	UFL1	24.31	22.98	18.5	22.09	18.46	24.32	20.69	19.31	23.05	18.63	19.94	20.85	15.13	19.8	12.56
ENSG00000014138	POLA2	13.21	10.54	7.93	11.35	6.46	7.99	27.24	6.47	12.42	7.13	10.42	17.69	5.67	9.78	6.5
ENSG00000014164	ZC3H3	1.7	2.19	2.78	2.51	2.27	1.51	2.98	1.96	1.75	2.17	1.76	3.17	2.41	1.7	2.79
ENSG00000014216	CAPN1	85.49	85.32	90.06	68.02	62.21	57.25	62.92	75.87	40.55	48.73	45.25	58.79	71.19	47	51.56
ENSG00000014257	ACPP	18.04	21.89	37.19	20.39	19.79	15.23	9.23	24.27	6.1	9.74	9.84	6.39	18.72	8.55	9.01
ENSG00000014641	MDH1	276.64	166.28	192.61	570.75	114.14	308.45	130.41	163.33	466.4	122.3	287.29	124.36	195.11	779.89	101.78
